project,conditions,myosin type,Pi,Load,date,obs,time_off_ms,time_on_ms,displacement_nm,force,alyzer,index,hmm_state,num_windows,length_hz,start,start2,stop,cp_found_start,cp_found_stop,is_positive,keep,cp_displacements,trap_stiffness,myo_stiffness,front_sigl_ratio,back_sigl_ratio,cp_time_on_dp,cp_time_on_ms,hm_event_start,hm_event_stop,cp_event_start_dp,cp_event_stop_dp,conversion,peak_nm_index,time_to_peak_nm_ms,rate_to_peak_nm
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-14,12,181.2,33.997278,1.35989112,hm-model/cp,56,2,28,840,77622,15.5244,78527,TRUE,TRUE,TRUE,TRUE,23.1274,0.089156862,0.140095981,3.405740164,3.455341537,906,181.2,2589,2616,77622,78527,30,15.7048,180.4,5.543237251
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-12,336,226.8,23.47746551,0.93909862,hm-model/cp,59,2,36,1080,117134,23.4268,118267,TRUE,TRUE,TRUE,TRUE,15.97106497,0.064796381,0.10517054,2.879988342,3.480041238,1134,226.8,3906,3941,117134,118267,30,23.6074,180.6,5.53709856
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-05,18,212.6,4.088129775,0.163525191,hm-model/cp,24,2,35,1050,77048,15.4096,78110,TRUE,TRUE,TRUE,TRUE,2.781040663,0.073280747,0.165133983,6.002238374,4.160342765,1063,212.6,2569,2603,77048,78110,30,15.591,181.4,5.512679162
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-11,360,287.4,24.18354232,0.967341693,hm-model/cp,26,2,17,1275,51337,10.2674,52773,TRUE,TRUE,TRUE,TRUE,16.45138933,0.109595906,0.13388784,0.738164517,0.43178063,1437,287.4,685,701,51337,52773,75,10.4488,181.4,5.512679162
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-12,66,313,31.70755905,1.268302362,hm-model/cp,46,2,50,1500,85984,17.1968,87548,TRUE,TRUE,TRUE,TRUE,21.56976806,0.050175069,0.126916829,1.785158668,0.67465277,1565,313,2868,2917,85984,87548,30,17.3782,181.4,5.512679162
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-19,72,252.2,28.98987553,1.159595021,hm-model/cp,113,2,39,1170,240143,48.0286,241403,TRUE,TRUE,TRUE,TRUE,19.72100376,0.052552632,0.052668996,2.233970953,0.135186842,1261,252.2,8007,8045,240143,241403,30,48.2102,181.6,5.50660793
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-05,204,303.4,19.13306752,0.765322701,hm-model/cp,36,2,49,1470,100976,20.1952,102492,TRUE,TRUE,TRUE,TRUE,13.01569219,0.06790739,0.164157705,1.837740825,3.178976822,1517,303.4,3367,3415,100976,102492,30,20.3776,182.4,5.48245614
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-16,66,186.8,25.65327264,1.026130906,hm-model/cp,45,2,30,900,55562,11.1124,56495,TRUE,TRUE,TRUE,TRUE,17.45120588,0.058067776,0.13106859,2.230439783,2.165593186,934,186.8,1853,1882,55562,56495,30,11.295,182.6,5.47645126
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-06,510,205.8,35.48169455,1.419267782,hm-model/cp,123,2,13,975,211228,42.2456,212256,TRUE,TRUE,TRUE,TRUE,24.13720718,0.078007924,0.143416833,4.571480239,1.700550005,1029,205.8,2817,2829,211228,212256,75,42.43,184.4,5.422993492
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-12,402,251.8,64.22624172,2.569049669,hm-model/cp,58,2,38,1140,158910,31.782,160168,TRUE,TRUE,TRUE,TRUE,43.6913209,0.074809552,0.082104881,0.206662342,1.027194092,1259,251.8,5299,5336,158910,160168,30,31.9664,184.4,5.422993492
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-12,126,267,54.940767,2.19763068,hm-model/cp,156,2,42,1260,366285,73.257,367619,TRUE,TRUE,TRUE,TRUE,37.37467143,0.053022691,0.1410908,1.112455781,2.017418235,1335,267,12212,12253,366285,367619,30,73.4436,186.6,5.359056806
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-08,210,273.8,39.7103226,1.588412904,hm-model/cp,66,2,44,1320,83657,16.7314,85025,TRUE,TRUE,TRUE,TRUE,27.0138249,0.099176941,0.110292979,0.900426095,1.673696912,1369,273.8,2790,2833,83657,85025,30,16.9184,187,5.347593583
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-19,165,381.6,29.60152364,1.184060946,hm-model/cp,30,2,24,1800,71262,14.2524,73169,TRUE,TRUE,TRUE,TRUE,20.13709091,0.065623295,0.159097525,4.668420037,3.33823888,1908,381.6,951,974,71262,73169,75,14.4396,187.2,5.341880342
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-12,72,276.6,38.82842547,1.553137019,hm-model/cp,74,2,46,1380,143332,28.6664,144714,TRUE,TRUE,TRUE,TRUE,26.41389488,0.055143505,0.10945012,7.000892501,1.78643962,1383,276.6,4778,4823,143332,144714,30,28.8542,187.8,5.324813632
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-02,225,700.2,29.8869424,1.195477696,hm-model/cp,55,2,44,3300,148702,29.7404,152202,TRUE,TRUE,TRUE,TRUE,20.33125333,0.078224024,0.135111915,1.856441105,1.986862753,3501,700.2,1985,2028,148702,152202,75,29.9284,188,5.319148936
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-06,195,276,26.73657769,1.069463108,hm-model/cp,47,2,17,1275,64737,12.9474,66116,TRUE,TRUE,TRUE,TRUE,18.18814809,0.084757947,0.122938193,6.213634128,1.566259148,1380,276,864,880,64737,66116,75,13.1356,188.2,5.313496281
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-06,225,247,25.00755865,1.000302346,hm-model/cp,125,2,17,1275,214374,42.8748,215608,TRUE,TRUE,TRUE,TRUE,17.01194466,0.081769033,0.087519654,2.001614925,3.728879773,1235,247,2858,2874,214374,215608,75,43.0632,188.4,5.307855626
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-02,210,252.4,23.98439401,0.95937576,hm-model/cp,60,2,16,1200,167803,33.5606,169064,TRUE,TRUE,TRUE,TRUE,16.31591429,0.065505664,0.147439176,2.020684036,1.200905584,1262,252.4,2238,2253,167803,169064,75,33.7496,189,5.291005291
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-14,30,320.2,37.605687,1.50422748,hm-model/cp,58,2,51,1530,80365,16.073,81965,TRUE,TRUE,TRUE,TRUE,25.5821,0.08051353,0.1054291,1.514676726,2.708767,1601,320.2,2681,2731,80365,81965,30,16.2624,189.4,5.279831045
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-16,12,349.6,20.56925054,0.822770022,hm-model/cp,88,2,55,1650,104899,20.9798,106646,TRUE,TRUE,TRUE,TRUE,13.99268744,0.167000021,0.127292193,1.141846409,0.97031952,1748,349.6,3499,3553,104899,106646,30,21.17,190.2,5.257623554
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-06,285,191.6,32.7432736,1.309730944,hm-model/cp,23,2,10,750,28067,5.6134,29024,TRUE,TRUE,TRUE,TRUE,22.27433578,0.086917747,0.140175598,0.865041126,0.816340568,958,191.6,377,386,28067,29024,75,5.8048,191.4,5.224660397
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-19,1545,311,25.60787383,1.024314953,hm-model/cp,5,2,16,1200,13068,2.6136,14622,TRUE,TRUE,TRUE,TRUE,17.42032233,0.041922464,0.142831213,0.483932556,0.563254771,1555,311,177,192,13068,14622,75,2.8054,191.8,5.213764338
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-08,42,261.4,22.54927303,0.901970921,hm-model/cp,212,2,43,1290,243938,48.7876,245244,TRUE,TRUE,TRUE,TRUE,15.33964152,0.063309861,0.14365752,3.613949537,3.164150117,1307,261.4,8132,8174,243938,245244,30,48.9798,192.2,5.202913632
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-16,24,204.6,21.54036355,0.861614542,hm-model/cp,136,2,31,930,154653,30.9306,155675,TRUE,TRUE,TRUE,TRUE,14.65330854,0.088277475,0.137982273,1.441912015,1.826162142,1023,204.6,5158,5188,154653,155675,30,31.123,192.4,5.197505198
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-17,150,226,30.62791373,1.225116549,hm-model/cp,31,2,13,975,58144,11.6288,59273,TRUE,TRUE,TRUE,TRUE,20.83531546,0.097458533,0.094303175,0.393955036,1.6171785,1130,226,777,789,58144,59273,75,11.8218,193,5.18134715
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-15,615,257.8,10.76328115,0.430531246,hm-model/cp,14,2,16,1200,68522,13.7044,69810,TRUE,TRUE,TRUE,TRUE,7.321959967,0.058517135,0.114456596,0.974786933,2.130432477,1289,257.8,914,929,68522,69810,75,13.898,193.6,5.165289256
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-12,78,226.8,15.4386863,0.617547452,hm-model/cp,204,2,36,1080,475445,95.089,476578,TRUE,TRUE,TRUE,TRUE,10.50250769,0.080488945,0.150071755,3.7028238,0.546840716,1134,226.8,15848,15883,475445,476578,30,95.2832,194.2,5.149330587
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-15,525,209.6,34.76642315,1.390656926,hm-model/cp,6,2,11,825,33153,6.6306,34200,TRUE,TRUE,TRUE,TRUE,23.65062799,0.035961929,0.121526612,0.661424593,1.285256111,1048,209.6,445,455,33153,34200,75,6.8258,195.2,5.12295082
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-11,510,213.2,30.14378628,1.205751451,hm-model/cp,12,2,13,975,21134,4.2268,22199,TRUE,TRUE,TRUE,TRUE,20.50597706,0.087038098,0.23791276,3.768890093,1.866981753,1066,213.2,283,295,21134,22199,75,4.4224,195.6,5.112474438
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-23,630,323.6,36.066884,1.44267536,hm-model/cp,4,2,20,1500,29967,5.9934,31584,TRUE,TRUE,TRUE,TRUE,24.53529524,0.049559115,0.053350425,2.635799966,0.767536307,1618,323.6,401,420,29967,31584,75,6.191,197.6,5.060728745
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-09,45,199.4,22.34814712,0.893925885,hm-model/cp,14,2,12,900,22498,4.4996,23494,TRUE,TRUE,TRUE,TRUE,15.20282117,0.021865256,0.11829695,1.522719774,3.300867185,997,199.4,301,312,22498,23494,75,4.6988,199.2,5.020080321
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-09,426,206.8,39.64265012,1.585706005,hm-model/cp,28,2,34,1020,97305,19.461,98338,TRUE,TRUE,TRUE,TRUE,26.9677892,0.058543924,0.133792277,2.341755149,3.679707491,1034,206.8,3244,3277,97305,98338,30,19.661,200,5
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-20,276,226.2,29.98637459,1.199454984,hm-model/cp,150,2,36,1080,177798,35.5596,178928,TRUE,TRUE,TRUE,TRUE,20.39889428,0.080252425,0.207271586,7.129241172,4.305345597,1131,226.2,5928,5963,177798,178928,30,35.7598,200.2,4.995004995
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-02,840,296.6,36.47052675,1.45882107,hm-model/cp,42,2,18,1350,99788,19.9576,101270,TRUE,TRUE,TRUE,TRUE,24.80988214,0.059407161,0.193190624,1.785108071,3.914083908,1483,296.6,1332,1349,99788,101270,75,20.1578,200.2,4.995004995
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-16,24,311.8,33.60610368,1.344244147,hm-model/cp,34,2,51,1530,43183,8.6366,44741,TRUE,TRUE,TRUE,TRUE,22.86129502,0.065679633,0.080581093,3.844761292,1.285640231,1559,311.8,1440,1490,43183,44741,30,8.8374,200.8,4.980079681
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-12,216,223.8,37.79409608,1.511763843,hm-model/cp,140,2,36,1080,334389,66.8778,335507,TRUE,TRUE,TRUE,TRUE,25.71026944,0.096093036,0.173344039,6.089486903,6.001456379,1119,223.8,11147,11182,334389,335507,30,67.079,201.2,4.970178926
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-09,120,318.6,34.18629054,1.367451622,hm-model/cp,21,2,20,1500,38564,7.7128,40156,TRUE,TRUE,TRUE,TRUE,23.25597996,0.060503033,0.081694409,4.814035159,2.16617113,1593,318.6,515,534,38564,40156,75,7.9144,201.6,4.96031746
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-11,60,315.2,92.09151496,3.683660598,hm-model/cp,11,2,21,1575,35488,7.0976,37063,TRUE,TRUE,TRUE,TRUE,62.64728909,0.035118458,0.026147283,1.092618669,1.577978417,1576,315.2,473,493,35488,37063,75,7.2998,202.2,4.945598417
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-06,135,212.2,26.8485034,1.073940136,hm-model/cp,62,2,11,825,84711,16.9422,85771,TRUE,TRUE,TRUE,TRUE,18.26428803,0.099424692,0.136741435,1.21880893,1.355241783,1061,212.2,1132,1142,84711,85771,75,17.1444,202.2,4.945598417
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-05,135,214.2,29.47699701,1.17907988,hm-model/cp,13,2,13,975,42529,8.5058,43599,TRUE,TRUE,TRUE,TRUE,20.05237892,0.069880776,0.052969713,3.075348928,1.586290373,1071,214.2,569,581,42529,43599,75,8.7096,203.8,4.906771344
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-16,102,223.6,21.00380506,0.840152202,hm-model/cp,69,2,36,1080,81870,16.374,82987,TRUE,TRUE,TRUE,TRUE,14.28830276,0.072240791,0.123027687,2.684482953,1.972589251,1118,223.6,2730,2765,81870,82987,30,16.5792,205.2,4.873294347
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-22,840,216.6,48.25179975,1.93007199,hm-model/cp,16,2,12,900,40551,8.1102,41633,TRUE,TRUE,TRUE,TRUE,32.82435357,0.061846642,0.526379093,1.146783542,3.135063538,1083,216.6,543,554,40551,41633,75,8.3164,206.2,4.849660524
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-13,1320,216.6,52.19058266,2.087623306,hm-model/cp,8,2,12,900,19696,3.9392,20778,TRUE,TRUE,TRUE,TRUE,35.50379773,0.026727315,0.082392101,3.450989913,1.440722787,1083,216.6,265,276,19696,20778,75,4.1456,206.4,4.84496124
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-05,144,283.6,27.12708196,1.085083278,hm-model/cp,199,2,47,1410,332899,66.5798,334316,TRUE,TRUE,TRUE,TRUE,18.45379725,0.065343153,0.145000504,2.05338816,6.583218947,1418,283.6,11097,11143,332899,334316,30,66.7864,206.6,4.840271055
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-05,270,206.8,35.93461764,1.437384706,hm-model/cp,195,2,33,990,326177,65.2354,327210,TRUE,TRUE,TRUE,TRUE,24.44531812,0.064055455,0.20735833,9.40355248,6.104837945,1034,206.8,10874,10906,326177,327210,30,65.442,206.6,4.840271055
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-12,222,303,30.55159352,1.222063741,hm-model/cp,3,2,49,1470,3171,0.6342,4685,TRUE,TRUE,TRUE,TRUE,20.78339695,0.060490932,0.11536164,4.570173491,9.18232437,1515,303,107,155,3171,4685,30,0.842,207.8,4.812319538
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-12,48,300.8,31.7212035,1.26884814,hm-model/cp,66,2,49,1470,174118,34.8236,175621,TRUE,TRUE,TRUE,TRUE,21.57905,0.073176216,0.11565347,1.885718865,4.833545891,1504,300.8,5805,5853,174118,175621,30,35.0316,208,4.807692308
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-08,48,332.2,25.45211373,1.018084549,hm-model/cp,110,2,53,1590,140026,28.0052,141686,TRUE,TRUE,TRUE,TRUE,17.31436308,0.053633459,0.116939789,4.212628011,0.473263603,1661,332.2,4669,4721,140026,141686,30,28.2132,208,4.807692308
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-06,45,407,17.99771108,0.719908443,hm-model/cp,52,2,24,1800,70758,14.1516,72792,TRUE,TRUE,TRUE,TRUE,12.24334087,0.073249379,0.096235183,2.04695195,0.659037657,2035,407,946,969,70758,72792,75,14.3614,209.8,4.766444233
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-17,180,214.4,23.99345991,0.959738396,hm-model/cp,24,2,11,825,49205,9.841,50276,TRUE,TRUE,TRUE,TRUE,16.32208157,0.065581216,0.102404262,1.383258246,0.796169693,1072,214.4,659,669,49205,50276,75,10.0518,210.8,4.743833017
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-12,300,256,33.4614924,1.338459696,hm-model/cp,146,2,43,1290,345442,69.0884,346721,TRUE,TRUE,TRUE,TRUE,22.76292,0.076990676,0.123595663,0.450900656,0.849976708,1280,256,11514,11556,345442,346721,30,69.2992,210.8,4.743833017
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-10,210,247.8,32.02074137,1.280829655,hm-model/cp,9,2,15,1125,17701,3.5402,18939,TRUE,TRUE,TRUE,TRUE,21.78281726,0.059086057,0.057909297,2.091249837,1.771321039,1239,247.8,239,253,17701,18939,75,3.7514,211.2,4.734848485
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-08,120,215.6,30.20912443,1.208364977,hm-model/cp,84,2,33,990,107708,21.5416,108785,TRUE,TRUE,TRUE,TRUE,20.55042478,0.056259774,0.135214247,1.092987174,3.017904059,1078,215.6,3593,3625,107708,108785,30,21.7528,211.2,4.734848485
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44000,obs-01,7980,390.8,31.8391443,1.273565772,hm-model/cp,32,2,25,1875,255742,51.1484,257695,TRUE,TRUE,TRUE,TRUE,21.65928184,0.05103631,0.09768903,1.274180817,1.779579081,1954,390.8,3411,3435,255742,257695,75,51.36,211.6,4.725897921
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44000,obs-03,765,322.6,31.11682139,1.244672856,hm-model/cp,37,2,18,1350,133311,26.6622,134923,TRUE,TRUE,TRUE,TRUE,21.16790571,0.05715872,0.073215139,2.206902309,0.636071515,1613,322.6,1779,1796,133311,134923,75,26.8754,213.2,4.69043152
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-05,174,328.4,23.52499935,0.940999974,hm-model/cp,270,2,53,1590,404452,80.8904,406093,TRUE,TRUE,TRUE,TRUE,16.00340092,0.070003666,0.167637417,3.56536744,3.366353721,1642,328.4,13483,13535,404452,406093,30,81.1036,213.2,4.69043152
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-04,105,220,34.04552822,1.361821129,hm-model/cp,29,2,13,975,85917,17.1834,87016,TRUE,TRUE,TRUE,TRUE,23.16022328,0.037299641,0.089506223,1.954005931,2.129287432,1100,220,1147,1159,85917,87016,75,17.3978,214.4,4.664179104
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-12,12,228.4,23.97385271,0.958954108,hm-model/cp,31,2,38,1140,51394,10.2788,52535,TRUE,TRUE,TRUE,TRUE,16.30874334,0.086400604,0.106142173,1.60630769,4.569512245,1142,228.4,1713,1750,51394,52535,30,10.4934,214.6,4.659832246
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-02,720,303,28.41669863,1.136667945,hm-model/cp,69,2,18,1350,191944,38.3888,193458,TRUE,TRUE,TRUE,TRUE,19.3310875,0.060574672,0.146948459,2.299081255,1.965148532,1515,303,2561,2578,191944,193458,75,38.605,216.2,4.625346901
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-08,66,227.6,28.64648609,1.145859444,hm-model/cp,31,2,36,1080,42295,8.459,43432,TRUE,TRUE,TRUE,TRUE,19.4874055,0.058459938,0.198836051,4.834297031,6.075910148,1138,227.6,1411,1446,42295,43432,30,8.6758,216.8,4.612546125
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-03,2000,615.6,38.00464832,1.520185933,hm-model/cp,9,2,59,2950,39305,7.861,42382,TRUE,TRUE,TRUE,TRUE,25.85350226,0.031196395,0.05507496,2.098459599,0.741318035,3078,615.6,789,847,39305,42382,50,8.0792,218.2,4.582951421
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44000,obs-01,630,229,54.39586999,2.1758348,hm-model/cp,14,2,12,900,137263,27.4526,138407,TRUE,TRUE,TRUE,TRUE,37.00399319,0.056685489,0.05524902,3.73033881,1.810415849,1145,229,1833,1844,137263,138407,75,27.671,218.4,4.578754579
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-02,990,227.6,26.20394827,1.048157931,hm-model/cp,51,2,13,975,131590,26.318,132727,TRUE,TRUE,TRUE,TRUE,17.82581515,0.066768842,0.175067956,3.685353306,7.974211133,1138,227.6,1756,1768,131590,132727,75,26.5364,218.4,4.578754579
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-03,180,1573.6,24.75156066,0.990062426,hm-model/cp,16,2,155,7750,76210,15.242,84077,TRUE,TRUE,TRUE,TRUE,16.83779637,0.028870544,0.066361014,2.902081553,2.515938713,7868,1573.6,1526,1680,76210,84077,50,15.4606,218.6,4.574565416
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-12,420,224.6,26.82213131,1.072885252,hm-model/cp,49,2,35,1050,92407,18.4814,93529,TRUE,TRUE,TRUE,TRUE,18.24634783,0.054560057,0.123396634,0.912279198,2.220545128,1123,224.6,3082,3116,92407,93529,30,18.7004,219,4.566210046
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-08,282,219.8,40.82254661,1.632901864,hm-model/cp,10,2,36,1080,14254,2.8508,15352,TRUE,TRUE,TRUE,TRUE,27.77043987,0.068651016,0.16288271,4.347111287,1.689144505,1099,219.8,476,511,14254,15352,30,3.0698,219,4.566210046
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-08,60,223.6,36.33383224,1.45335329,hm-model/cp,233,2,35,1050,288633,57.7266,289750,TRUE,TRUE,TRUE,TRUE,24.71689268,0.052543015,0.135360444,4.734862261,5.004791519,1118,223.6,9623,9657,288633,289750,30,57.946,219.4,4.557885141
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-08,96,229.4,41.04393909,1.641757564,hm-model/cp,232,2,36,1080,287246,57.4492,288392,TRUE,TRUE,TRUE,TRUE,27.921047,0.058459447,0.129237687,0.68207437,3.233473372,1147,229.4,9577,9612,287246,288392,30,57.6692,220,4.545454545
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-05,102,224,40.23757058,1.609502823,hm-model/cp,205,2,36,1080,340799,68.1598,341918,TRUE,TRUE,TRUE,TRUE,27.37249699,0.077944773,0.254202399,5.723765686,6.54750147,1120,224,11361,11396,340799,341918,30,68.3802,220.4,4.537205082
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-08,276,224.4,30.9069563,1.236278252,hm-model/cp,46,2,35,1050,60687,12.1374,61808,TRUE,TRUE,TRUE,TRUE,21.02514034,0.086396275,0.148609541,2.056812733,2.5987288,1122,224.4,2025,2059,60687,61808,30,12.3578,220.4,4.537205082
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-12,360,1048,55.54756375,2.22190255,hm-model/cp,150,2,173,5190,351440,70.288,356679,TRUE,TRUE,TRUE,TRUE,37.78745833,0.045806937,0.134971477,3.384422871,7.751817277,5240,1048,11716,11888,351440,356679,30,70.5088,220.8,4.528985507
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44000,obs-03,495,221,36.56061828,1.462424731,hm-model/cp,21,2,13,975,91912,18.3824,93016,TRUE,TRUE,TRUE,TRUE,24.8711689,0.046212784,0.084633209,4.161845497,1.543148286,1105,221,1227,1239,91912,93016,75,18.6032,220.8,4.528985507
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-17,405,407.2,25.66635084,1.026654034,hm-model/cp,5,2,26,1950,9570,1.914,11605,TRUE,TRUE,TRUE,TRUE,17.46010261,0.069571201,0.085454317,2.805492726,8.20507936,2036,407.2,128,153,9570,11605,75,2.135,221,4.524886878
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-06,480,264,21.56723252,0.862689301,hm-model/cp,75,2,16,1200,116095,23.219,117414,TRUE,TRUE,TRUE,TRUE,14.67158675,0.074719868,0.101100554,1.540360872,4.15276302,1320,264,1549,1564,116095,117414,75,23.44,221,4.524886878
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44000,obs-03,75,375.8,32.90791418,1.316316567,hm-model/cp,26,2,24,1800,102827,20.5654,104705,TRUE,TRUE,TRUE,TRUE,22.38633618,0.05630343,0.077742207,2.354431236,0.551889094,1879,375.8,1372,1395,102827,104705,75,20.7878,222.4,4.496402878
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-12,18,581.6,32.273164,1.29092656,hm-model/cp,15,2,95,2850,38019,7.6038,40926,TRUE,TRUE,TRUE,TRUE,21.95453333,0.06360572,0.128326821,1.930137672,5.863529376,2908,581.6,1269,1363,38019,40926,30,7.8274,223.6,4.472271914
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-19,480,231,46.63911263,1.865564505,hm-model/cp,71,2,14,1050,205785,41.157,206939,TRUE,TRUE,TRUE,TRUE,31.7272875,0.059310938,0.16880617,9.447967866,2.991635239,1155,231,2745,2758,205785,206939,75,41.3806,223.6,4.472271914
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-19,90,270.6,32.898404,1.31593616,hm-model/cp,104,2,16,1200,292819,58.5638,294171,TRUE,TRUE,TRUE,TRUE,22.37986667,0.046206928,0.158589291,1.910633724,7.325165226,1353,270.6,3906,3921,292819,294171,75,58.7894,225.6,4.432624113
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-03,590,232.4,38.9525201,1.558100804,hm-model/cp,22,2,23,1150,94252,18.8504,95413,TRUE,TRUE,TRUE,TRUE,26.49831299,0.040535715,0.062940914,0.217880341,0.430370232,1162,232.4,1885,1907,94252,95413,50,19.0774,227,4.405286344
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44030,obs-12,42,276.2,53.589816,2.14359264,hm-model/cp,136,2,44,1320,326653,65.3306,328033,TRUE,TRUE,TRUE,TRUE,36.45565714,0.045285771,0.159242523,2.828717842,12.62131408,1381,276.2,10890,10933,326653,328033,30,65.558,227.4,4.397537379
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-06,165,230,22.36887262,0.894754905,hm-model/cp,12,2,14,1050,16656,3.3312,17805,TRUE,TRUE,TRUE,TRUE,15.21692015,0.063779083,0.118255241,2.524946459,5.480797478,1150,230,223,236,16656,17805,75,3.5602,229,4.366812227
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-12,420,245.8,41.08251168,1.643300467,hm-model/cp,52,2,40,1200,97168,19.4336,98396,TRUE,TRUE,TRUE,TRUE,27.94728686,0.065711756,0.105569439,3.280497615,5.679707792,1229,245.8,3240,3279,97168,98396,30,19.6626,229,4.366812227
project_myoV-MINI,WT 30mM Pi,WT,30,Low,44184,obs-11,390,244.8,32.77609201,1.31104368,hm-model/cp,55,2,14,1050,111941,22.3882,113164,TRUE,TRUE,TRUE,TRUE,22.29666123,0.080392105,0.171543286,2.082362178,10.06093766,1224,244.8,1494,1507,111941,113164,75,22.618,229.8,4.351610096
